unique_id,country,language,degree_major,degree_year,age,gender,spld,stars_test_1,stars_int_1,stars_int_2,stars_int_3,stars_test_3,stars_int_5,stars_test_4,stars_int_6,stars_test_6,stars_help_2,stars_help_3,stars_int_11,stars_test_8,stars_help_4
1044b4f8,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,1,3,1,3,1,3,3,4,3,2,2,3,3
130f2548,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,2,5,1,5,3,5,1,2,3,5,1
167cc39f,Colombia,Non-English,Psychology,NA,NA,NA,NA,4,3,3,2,3,2,3,3,2,2,2,4,3,3
18916c08,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,5,5,5,5,5,5,5,5,1,1,5,5,1
191bd2a4,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,3,2,4,1,3,1,3,2,5,3,4,2
1a9f5f24,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,2,5,1,5,3,5,1,1,4,5,1
1f0452cb,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,NA,5,2,4,1,5,2,5,2,5,3,4,2,5,2
265373a5,Colombia,Non-English,Psychology,1st Year,22-25,Male/Man,I do not have an SpLD,4,4,4,2,4,2,4,3,4,1,4,3,3,1
27962275,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,2,2,5,2,5,3,4,4,5,3,5,1
2c7f50f2,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,5,2,3,5,1,5,2,5,5,5,3,5,1
2f15f920,Colombia,Non-English,Psychology,NA,22-25,Male/Man,I do not have an SpLD,2,3,3,3,4,3,3,3,3,4,1,3,4,2
2f36111f,Colombia,Non-English,Psychology,3rd Year,18-21,Another Gender,I do not have an SpLD,5,3,3,3,5,2,5,3,5,2,2,3,5,2
397af457,Colombia,Non-English,Psychology,4th Year,18-21,Female/Woman,I do not have an SpLD,2,4,3,4,4,1,4,4,3,4,3,4,1,2
3bfc52a0,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,3,3,2,3,4,4,5,2,4,4,3,4,5,3
408f1596,Colombia,Non-English,Psychology,NA,22-25,Male/Man,I do not have an SpLD,1,1,1,1,1,1,1,1,1,1,1,1,5,1
422d01cf,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,3,3,3,3,3,3,2,2,4,4,2
43f03300,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,4,1,4,2,4,2,3,4,1,2,4,2
44a240a6,Colombia,Non-English,Psychology,NA,26+,Female/Woman,I do not have an SpLD,3,2,3,1,5,2,5,2,3,1,1,2,3,1
45cd6afc,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,4,3,5,1,4,3,4,4,3,3,5,2
47ca2f0b,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,5,1,4,1,2,3,1,1,5,1
52ff4095,Colombia,Non-English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,1,2,1,1,2,1,2,2,2,1,1,2,1,2
5a427c97,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,NA,4,3,2,3,5,1,4,2,3,3,2,3,3,2
5ab92a37,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,5,5,5,4,4,4,5,4,4,5,5,4,2
63441d0a,Colombia,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,3,5,2,5,5,5,4,2,3,5,4
6dc86730,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,3,2,2,5,2,5,2,2,2,1,3,2,1
6fc29f98,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,4,3,4,2,5,3,5,3,5,3,3,3,4,2
6fdc7f53,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,4,4,4,4,5,4,4,4,5,4
7374a83b,Colombia,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,2,1,1,1,3,1,3,1,3,2,2,1,2,3
741ff6fa,Colombia,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,1,2,2,2,1,3,2,1,2,2,2,1,1
74985521,Colombia,Non-English,Psychology,4th Year,26+,Female/Woman,I do not have an SpLD,5,5,5,5,5,4,5,5,5,5,5,5,5,5
790129b9,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,4,3,4,5,4,5,4,5,1,5,5,5,3
7ac99756,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,1,4,4,3,2,1,4,4,2,3,4
804ffba0,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,4,5,2,5,5,3,5,4,5,2,5,5,5,4
8279f5f0,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,4,2,4,3,3,3,3,4,3,4
839a5950,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,ADHD/ADD,5,4,4,4,5,3,5,4,5,4,4,4,5,3
86137cc6,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,2,4,1,4,1,3,5,5,3,4,2
87df91d7,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,2,3,2,3,2,3,2,2,2,4,2
8994501f,Colombia,Non-English,Psychology,NA,NA,NA,NA,4,3,5,4,5,1,5,4,5,2,5,4,3,2
89dc7c1f,Colombia,Non-English,Psychology,1st Year,26+,Female/Woman,I do not have an SpLD,2,2,1,2,2,2,2,1,2,1,1,1,3,1
89f1cb31,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,ADHD/ADD,5,3,1,5,5,3,5,2,5,4,5,3,5,4
8a17b623,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,3,5,5,5,2,3,1,1,3,4,1
8b42a9d8,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,5,3,4,5,5,5,5,3,5,5,5,5,5
979126c0,Colombia,Non-English,Psychology,NA,NA,NA,NA,3,4,3,5,4,5,3,4,2,3,3,3,2,2
9b6d5ff1,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9d0f998f,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,2,4,4,4,4,5,NA,4,5,5,4,4,1
9d7127fc,Colombia,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,2,2,2,2,2,3,2,3,2,2,2,3,2
a04c5cda,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,4,5,5,5,3,5,5,5,4,5,5,5,3
a32a1cb8,Colombia,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,1,3,1,5,4,5,5,3,5,3,2,5,1
a436f734,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,3,5,2,5,4,5,4,4,5,1,4
a49f5d8a,Colombia,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,2,1,1,3,3,1,5,1,4,2,2,4,5,2
ad72af71,Colombia,Non-English,Psychology,3rd Year,18-21,Another Gender,NA,5,3,2,3,5,3,5,5,5,5,5,5,5,5
b459a7f2,Colombia,Non-English,Psychology,4th Year,18-21,Female/Woman,I do not have an SpLD,2,3,3,3,3,2,3,4,3,4,3,2,4,3
b56ddff0,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,1,2,2,2,2,2,2,2,2,2,2,2,3,2
b762021f,Colombia,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,5,4,3,4,4,3,5,4,4,4,4,4,5,3
b8c6a485,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,NA,4,2,1,1,5,5,5,1,5,3,3,1,4,3
b98b0ff5,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,4,3,2,5,2,5,3,5,3,3,2,5,1
b9f5187c,Colombia,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,3,5,4,3,4,1,4,5,3,4,4,4,5,4
c32112f8,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,3,4,5,2,5,5,5,5,5,4,4,5
c4504988,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,4,3,4,2,5,4,3,3,3,3,3,2
c8db1456,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,4,4,3,4,3,3,1,1,2,2,2
cb6617bd,Colombia,Non-English,Psychology,NA,NA,NA,NA,4,3,1,1,5,1,4,1,5,1,1,3,3,1
cd85448f,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,4,3,4,5,2,4,4,4,3,3,5,2,3
d170bd05,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,3,4,4,1,5,3,5,4,1,5,5,4
d189110c,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,NA,4,5,5,5,5,3,5,5,5,5,5,5,5,4
d33660bb,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,5,3,5,3,5,3,4,4,5,2
d38b3531,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,2,3,5,4,5,4,5,4,4,5,5,2
df2f08d5,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,4,5,4,5,4,5,4,4,3,5,1
f1a7ff59,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,Dyscalculia,2,3,3,2,5,2,5,5,5,4,4,4,5,2
f29b1aa3,Colombia,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,4,5,5,5,1,5,4,5,2,1,5,4,1
f3f58817,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,4,5,5,4,5,1,5,2,5,1,2,4,5,3
f584b36f,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,3,4,4,4,3,4,4,2,3,5,2
f61fdaf2,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,4,3,5,5,4,3,3,4,5,2
f73748b7,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,5,3,3,3,5,1,5,2,5,4,4,3,5,2
f75279aa,Colombia,Non-English,Psychology,1st Year,NA,Female/Woman,I do not have an SpLD,4,2,3,2,5,1,5,3,5,2,2,2,5,2
f76ffb6a,Colombia,Non-English,Psychology,1st Year,18-21,Female/Woman,ADHD/ADD,5,5,5,5,5,3,5,5,5,5,5,5,5,5
f9026449,Colombia,Non-English,Psychology,1st Year,NA,Another Gender,I do not have an SpLD,5,5,4,4,5,4,5,4,5,4,5,4,5,4
f9ab55d9,Colombia,Non-English,Psychology,1st Year,NA,Male/Man,I do not have an SpLD,3,3,4,3,4,1,5,2,3,3,3,4,5,3
fac6333d,Colombia,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,3,4,1,4,3,3,2,4,4,3,3
fbfb0896,Colombia,Non-English,Psychology,4th Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,2,5,1,5,3,5,3,2,3,5,1
fbff1f8d,Colombia,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,5,3,2,4,4,2,3,2,2,2,3,4,3
fdf2f65c,Colombia,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,1,3,1,3,2,4,3,1,2,1,1,3,2,1
00cfb24f,Germany,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,5,2,3,1,5,1,5,3,5,4,1,1,1,1
01840156,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,3,3,3,1,4,2,4,1,3,1,1,2,2,1
02194824,Germany,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,2,1,2,1,2,1,3,2,1,1,1,1,1,1
05175c8f,Germany,Non-English,Psychology,2nd Year,26+,Female/Woman,I do not have an SpLD,4,1,1,1,5,1,5,2,5,4,1,1,2,1
05af3b6f,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,2,1,2,2,2,1,1,1
097ba276,Germany,Non-English,Education,1st Year,22-25,Female/Woman,I do not have an SpLD,3,2,2,1,5,1,1,3,4,2,1,1,1,1
0b7a5f11,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,4,5,1,5,3,5,4,3,4,1,2
0daca2bf,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,3,1,2,1,3,2,1,1,2,1
0db3af45,Germany,Non-English,Social Sciences,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,1,5,1,5,2,4,1,1,1,5,1
0f325753,Germany,Non-English,Education,1st Year,26+,Male/Man,I do not have an SpLD,1,1,1,1,2,1,2,1,1,1,1,1,1,1
0ff265f8,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,2,1,4,2,4,3,4,2,1,2,2,1
10af8712,Germany,Non-English,Psychology,1st Year,18-21,Male/Man,I do not have an SpLD,3,3,2,1,2,1,3,1,2,3,3,1,2,2
1686d4af,Germany,Non-English,Business & Finance,2nd Year,22-25,Female/Woman,NA,5,3,2,2,5,1,4,5,4,4,1,4,2,1
1f0f29da,Germany,Non-English,Social Sciences,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,4,1,4,1,4,3,2,1,3,1
1f827da9,Germany,Non-English,Education,1st Year,22-25,Female/Woman,I do not have an SpLD,5,3,4,4,5,1,1,3,4,1,1,2,1,1
20378193,Germany,Non-English,Education,3rd Year,22-25,Male/Man,I do not have an SpLD,2,2,1,1,1,1,1,2,1,1,1,2,1,1
2094a3ab,Germany,Non-English,Education,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,3,2,2,5,1,5,4,5,1,1,2,1,1
228347df,Germany,Non-English,Education,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,4,4,2,5,1,5,4,5,3,3,2,2,2
237f85b8,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,2,5,2,5,3,5,3,2,2,2,1
23fa158d,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,3,1,1,5,1,5,1,5,1,1,1,4,1
247cff14,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,ADHD/ADD,1,1,2,1,1,1,1,3,2,4,3,1,1,2
25c6ffb9,Germany,Non-English,Psychology,4th Year,22-25,Male/Man,I do not have an SpLD,1,1,2,1,2,1,2,1,2,3,1,1,2,1
274c8b8f,Germany,Non-English,Education,1st Year,22-25,Female/Woman,NA,5,3,2,1,5,1,4,3,5,3,4,4,3,4
29bf79f7,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,2,5,1,5,2,5,3,2,1,1,2
2bfd32a4,Germany,Non-English,Social Sciences,1st Year,26+,Male/Man,NA,3,3,2,2,4,1,4,1,3,1,1,2,1,1
2f8d2168,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,2,2,5,2,4,2,5,3,2,2,1,3
2fdc1b4b,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,2,5,1,5,2,5,1,1,2,2,1
3088d459,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,2,2,1,5,1,5,1,5,2,1,1,1,1
32886d07,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,3,2,1,4,2,4,2,4,5,5,1,2,4
35292ff0,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,1,5,1,5,2,5,2,1,2,1,1
36d46388,Germany,Non-English,Psychology,4th Year,22-25,Female/Woman,I do not have an SpLD,5,4,3,3,5,2,5,3,5,4,5,3,4,2
376b4a07,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,2,5,2,5,3,5,4,4,3,4,3
396bc9c4,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,1,1,1,1,2,1,2,1,1,1,1,1,1,1
3a2256c1,Germany,Non-English,Psychology,3rd Year,22-25,Male/Man,I do not have an SpLD,3,2,2,2,4,1,3,2,4,3,2,1,2,2
3a5f2517,Germany,Non-English,Psychology,1st Year,22-25,Male/Man,I do not have an SpLD,4,3,3,2,5,1,5,2,4,1,1,2,2,1
3f8501ac,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,2,1,3,1,3,1,2,1,1,1,1,1
42a6b8d4,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,1,5,1,5,3,5,1,1,2,1,1
43573c6c,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,1,5,1,5,2,5,3,1,2,1,1
47410b32,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,"Dyslexia, Dysgraphia/Dysorthography",4,3,3,2,4,2,2,2,4,3,2,2,4,2
4785f030,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,2,1,5,1,4,2,4,2,1,2,1,1
4ac00c19,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,2,3,1,5,3,5,3,5,3,3,3,1,3
4f3bd80b,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,5,4,4,1,5,1,5,5,5,2,2,4,3,2
4ffafc78,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,4,1,3,1,3,1,1,2,1,1
512cf937,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,4,3,2,4,1,4,2,5,2,4,3,1,2
542af44a,Germany,Non-English,Education,2nd Year,22-25,Female/Woman,I do not have an SpLD,2,1,2,1,2,1,3,1,3,2,2,1,1,1
548393f4,Germany,Non-English,Education,1st Year,22-25,Female/Woman,I do not have an SpLD,2,2,3,1,4,1,4,2,4,1,1,1,5,2
59cb4014,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,3,5,3,4,4,5,3,3,5,2,3
5a53dd51,Germany,Non-English,Psychology,2nd Year,NA,Female/Woman,I do not have an SpLD,3,1,1,1,4,1,3,3,3,1,1,1,1,1
5af48b6f,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,2,1,1,2,1,2,1,2,2,1,1,1,1
5b0acf33,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,3,2,1,3,1,3,1,3,4,2,1,1,2
5b85d5fa,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,3,1,3,2,2,1,1,1,3,1
5c167650,Germany,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,4,3,1,3,1,4,3,4,4,3,3,2,2
5c31db98,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,3,1,2,1,5,1,5,2,4,1,1,1,2,1
5f2c23b2,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,3,2,1,1,5,1,5,1,5,2,2,1,1,2
5fa6f5fd,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,2,2,1,5,1,5,3,5,2,1,2,2,1
605735fb,Germany,Non-English,Education,1st Year,18-21,Female/Woman,NA,3,2,2,1,5,1,5,1,4,2,2,1,2,1
63bcf8cb,Germany,Non-English,Psychology,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,2,3,5,1,4,1,5,2,2,3,2,1
64ffccf0,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,2,5,1,4,2,5,1,1,2,4,1
65295f91,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,3,3,1,5,1,5,3,4,2,3,2,1,2
6562971f,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,1,1,1,3,1,3,1,2,2,1,2,1,1
67f62801,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,2,2,2,5,1,5,3,4,1,1,2,2,1
69bb3b53,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,Dysgraphia/Dysorthography,2,2,3,1,2,1,2,2,2,4,4,1,1,2
6acff933,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,3,2,2,4,1,4,1,5,2,2,2,1,2
6cb17cff,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,2,1,5,1,4,3,4,2,2,3,3,2
6fdb2420,Germany,Non-English,Education,3rd Year,18-21,Female/Woman,I do not have an SpLD,4,3,4,2,5,2,5,2,5,3,2,3,4,2
70f2b9d9,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,3,2,4,1,5,3,5,3,2,2,2,2
70f3df06,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,4,2,2,1,4,1,4,3,4,1,1,2,1,1
71727721,Germany,Non-English,Education,1st Year,18-21,Another Gender,I do not have an SpLD,3,2,3,2,3,1,4,2,4,3,2,2,2,2
721fdb66,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,1,1,1,3,1,2,1,2,1,1,1,2,1
77c98c86,Germany,Non-English,Social Sciences,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,1,1,3,1,2,1,2,2,1,1,2,1
7bb7857a,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,2,1,5,1,4,2,4,3,2,2,2,1
7bc278c1,Germany,Non-English,Education,2nd Year,22-25,Female/Woman,I do not have an SpLD,1,1,1,1,3,1,1,1,1,1,1,1,1,1
7bfb4cca,Germany,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,2,3,3,1,2,1,2,3,2,2,2,2,2,2
7c7f1dd5,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,5,4,4,2,5,1,5,3,5,2,3,3,2,1
7ca3da9f,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,1,4,1,3,3,4,3,4,1,3,3
7f304dcc,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,4,5,1,3,4,5,2,3,3,3,2
81325981,Germany,Non-English,Psychology,3rd Year,22-25,Female/Woman,I do not have an SpLD,2,5,3,3,4,4,3,4,4,2,2,4,1,1
814b1267,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,2,5,2,5,5,4,4,5,3,2,3
81fa5f85,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,4,1,4,1,5,4,5,4,2,1,3,2
8215b56c,Germany,Non-English,Psychology,2nd Year,22-25,Male/Man,I do not have an SpLD,1,1,2,1,2,1,1,1,2,2,2,1,1,2
85255baf,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,3,2,3,5,2,5,2,5,5,2,3,3,2
86b5b1b3,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,1,5,2,5,3,5,3,2,2,2,2
87496495,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,2,2,3,2,2,1,3,2,3,2,1,2,1,1
8860248f,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,1,4,1,3,2,3,2,2,1,2,1
8c97d37f,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,4,2,1,1,4,1,4,2,4,2,1,1,1,1
8d78b80f,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,5,1,2,1,5,1,5,2,5,4,3,1,3,3
8ddd64af,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,3,1,4,1,2,1,4,3,2,1,1,1
8f075958,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,3,1,1,5,1,5,3,5,4,1,1,1,1
8f3a3637,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,3,1,1,1,5,1,5,1,5,1,1,1,1,1
8f42cf99,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,5,3,2,1,5,1,5,2,5,1,1,1,3,1
9050fffb,Germany,Non-English,Social Sciences,1st Year,22-25,Female/Woman,I do not have an SpLD,4,4,3,2,5,3,5,4,5,2,3,3,3,3
90f4b6c8,Germany,Non-English,Psychology,1st Year,22-25,Female/Woman,I do not have an SpLD,2,3,3,1,3,1,2,2,3,2,1,2,2,1
9273da6c,Germany,Non-English,Education,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,2,4,2,5,1,5,4,5,3,4,4,4,4
927f636f,Germany,Non-English,Psychology,1st Year,18-21,Female/Woman,I do not have an SpLD,1,5,2,1,3,1,1,5,2,5,4,2,1,4
936fc744,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,2,5,1,5,2,5,2,1,2,1,1
94f6680c,Germany,Non-English,Education,1st Year,NA,Female/Woman,I do not have an SpLD,5,2,2,2,5,2,5,2,5,3,2,2,4,2
98fbfd7f,Germany,Non-English,Education,1st Year,22-25,Female/Woman,I do not have an SpLD,4,2,3,1,5,1,4,4,5,4,3,1,4,4
9a84b6bc,Germany,Non-English,Education,1st Year,18-21,Female/Woman,I do not have an SpLD,3,3,3,2,5,1,5,3,5,4,3,4,1,1
9bb03fd1,Germany,Non-English,Education,2nd Year,22-25,Female/Woman,I do not have an SpLD,5,4,4,1,5,1,4,4,4,1,1,3,1,1
9bddb15a,Germany,Non-English,Psychology,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,2,2,1,5,1,5,2,5,4,3,2,1,2
9c14b122,Germany,Non-English,Psychology,3rd Year,22-25,Another Gender,I do not have an SpLD,5,5,5,4,5,2,5,3,5,4,4,3,3,4
9c741b01,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,4,4,4,2,4,1,5,2,5,4,2,2,1,2
9dffd4f7,Germany,Non-English,Psychology,2nd Year,22-25,Female/Woman,I do not have an SpLD,4,3,3,2,5,1,4,2,5,2,2,3,3,1
a0dfc9a7,Germany,Non-English,Psychology,2nd Year,18-21,Male/Man,I do not have an SpLD,2,4,4,3,4,1,5,4,5,3,4,4,2,3
a37bf108,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,I do not have an SpLD,2,2,4,1,4,1,4,2,3,2,1,1,1,1
a57ac034,Germany,Non-English,Education,2nd Year,18-21,Female/Woman,NA,3,1,1,1,4,1,4,2,2,1,1,1,1,1
